,daysInStatus,devTeam,end,key,observationDate,sp,start,status,type
1860,0.0,Team A,2019-08-28,KEY-964,2020-05-18 15:23:26.721638,,2019-08-28,Done,Sub-task
1861,0.01,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,Open,Sub-task
1862,17.93,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,Ready for Development,Sub-task
1863,0.12000000000000001,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,In Development,Sub-task
1864,0.87,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,Code Review,Sub-task
1865,0.01,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,Merged,Sub-task
1866,0.07,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,In Testing,Sub-task
1867,0.08,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,Ready For Signoff,Sub-task
1868,0.0,Team A,2019-08-28,KEY-963,2020-05-18 15:23:26.721638,,2019-08-28,Done,Sub-task
1869,0.0,Team A,2019-08-09,KEY-962,2020-05-18 15:23:26.721638,1.0,2019-08-09,Open,Ops Task
1870,0.2,Team A,2019-08-09,KEY-962,2020-05-18 15:23:26.721638,1.0,2019-08-09,In Development,Ops Task
1871,0.08,Team A,2019-08-09,KEY-962,2020-05-18 15:23:26.721638,1.0,2019-08-09,Code Review,Ops Task
1872,0.03,Team A,2019-08-09,KEY-962,2020-05-18 15:23:26.721638,1.0,2019-08-09,Ready For Signoff,Ops Task
1873,0.0,Team A,2019-08-09,KEY-962,2020-05-18 15:23:26.721638,1.0,2019-08-09,Done,Ops Task
1874,42.17,Team C,2019-09-20,KEY-961,2020-05-18 15:23:26.721638,0.0,2019-09-20,Open,Story
1875,0.0,Team C,2019-09-20,KEY-961,2020-05-18 15:23:26.721638,0.0,2019-09-20,Withdrawn,Story
1876,0.83,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Open,Story
1877,24.94,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Ready for Development,Story
1878,3.19,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,In Development,Story
1879,14.92,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Code Review,Story
1880,3.1,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Merged,Story
1881,0.76,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Ready to Test,Story
1882,1.01,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,In Testing,Story
1883,0.0,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Ready For Signoff,Story
1884,0.0,Team C,2019-09-25,KEY-957,2020-05-18 15:23:26.721638,3.0,2019-09-25,Done,Story
1885,26.78,Team C,2019-09-19,KEY-955,2020-05-18 15:23:26.721638,3.0,2019-09-19,Open,Story
1886,10.26,Team C,2019-09-19,KEY-955,2020-05-18 15:23:26.721638,3.0,2019-09-19,In Development,Story
1887,5.74,Team C,2019-09-19,KEY-955,2020-05-18 15:23:26.721638,3.0,2019-09-19,Ready For Signoff,Story
1888,0.0,Team C,2019-09-19,KEY-955,2020-05-18 15:23:26.721638,3.0,2019-09-19,Done,Story
1889,0.0,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,Open,Ops Task
1890,4.92,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,In Development,Ops Task
1891,0.1,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,Code Review,Ops Task
1892,1.06,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,Ready to Test,Ops Task
1893,0.01,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,In Testing,Ops Task
1894,0.85,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,Ready For Signoff,Ops Task
1895,0.0,Team A,2019-08-14,KEY-954,2020-05-18 15:23:26.721638,1.0,2019-08-14,Done,Ops Task
1896,98.98,Team B,2019-11-13,KEY-948,2020-05-18 15:23:26.721638,0.0,2019-11-13,Open,Story
1897,0.0,Team B,2019-11-13,KEY-948,2020-05-18 15:23:26.721638,0.0,2019-11-13,Withdrawn,Story
1898,90.07,Team B,2019-11-04,KEY-947,2020-05-18 15:23:26.721638,0.0,2019-11-04,Open,Story
1899,0.0,Team B,2019-11-04,KEY-947,2020-05-18 15:23:26.721638,0.0,2019-11-04,Withdrawn,Story
1900,92.33,Team B,2019-11-06,KEY-946,2020-05-18 15:23:26.721638,0.0,2019-11-06,Open,Story
1901,0.0,Team B,2019-11-06,KEY-946,2020-05-18 15:23:26.721638,0.0,2019-11-06,Withdrawn,Story
1902,83.02,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,Open,Story
1903,23.77,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,In Analysis,Story
1904,13.18,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,Ready for Development,Story
1905,0.0,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,In Development,Story
1906,0.13,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,Code Review,Story
1907,0.82,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,Ready For Signoff,Story
1908,0.0,Team B,2019-12-05,KEY-943,2020-05-18 15:23:26.721638,1.0,2019-12-05,Done,Story
1909,210.95,Team B,2020-03-04,KEY-941,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1910,0.0,Team B,2020-03-04,KEY-941,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1911,210.95,Team B,2020-03-04,KEY-940,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1912,0.0,Team B,2020-03-04,KEY-940,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1913,210.95,Team B,2020-03-04,KEY-937,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1914,0.0,Team B,2020-03-04,KEY-937,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1915,210.95,Team B,2020-03-04,KEY-936,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1916,0.0,Team B,2020-03-04,KEY-936,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1917,210.95,Team B,2020-03-04,KEY-934,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1918,0.0,Team B,2020-03-04,KEY-934,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1919,210.95,Team B,2020-03-04,KEY-933,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1920,0.0,Team B,2020-03-04,KEY-933,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1921,210.95,Team B,2020-03-04,KEY-932,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1922,0.0,Team B,2020-03-04,KEY-932,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1923,210.95,Team B,2020-03-04,KEY-931,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
1924,0.0,Team B,2020-03-04,KEY-931,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
1925,218.85,,2020-03-12,KEY-930,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1926,0.0,,2020-03-12,KEY-930,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1927,218.84,,2020-03-12,KEY-929,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1928,0.0,,2020-03-12,KEY-929,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1929,218.85,,2020-03-12,KEY-928,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1930,0.0,,2020-03-12,KEY-928,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1931,218.84,,2020-03-12,KEY-927,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1932,0.0,,2020-03-12,KEY-927,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1933,218.84,,2020-03-12,KEY-926,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1934,0.0,,2020-03-12,KEY-926,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1935,218.84,,2020-03-12,KEY-925,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1936,0.0,,2020-03-12,KEY-925,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1937,218.85,,2020-03-12,KEY-924,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1938,0.0,,2020-03-12,KEY-924,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1939,218.85,,2020-03-12,KEY-923,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1940,0.0,,2020-03-12,KEY-923,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1941,167.96,Team B,2020-04-21,KEY-921,2020-05-18 15:23:26.721638,0.0,2020-04-21,Open,Story
1942,56.98,Team B,2020-04-21,KEY-921,2020-05-18 15:23:26.721638,0.0,2020-04-21,In Analysis,Story
1943,34.08,Team B,2020-04-21,KEY-921,2020-05-18 15:23:26.721638,0.0,2020-04-21,Awaiting clarification,Story
1944,0.0,Team B,2020-04-21,KEY-921,2020-05-18 15:23:26.721638,0.0,2020-04-21,Withdrawn,Story
1945,167.96,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Open,Story
1946,58.06,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,In Analysis,Story
1947,0.07,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Awaiting clarification,Story
1948,4.86,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,In Refinement,Story
1949,20.72,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Ready for Development,Story
1950,2.09,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,In Development,Story
1951,0.0,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Merged,Story
1952,0.1,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Ready to Test,Story
1953,6.17,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Ready For Signoff,Story
1954,0.0,Team B,2020-04-22,KEY-920,2020-05-18 15:23:26.721638,3.0,2020-04-22,Done,Story
1955,218.84,,2020-03-12,KEY-918,2020-05-18 15:23:26.721638,0.0,2020-03-12,Open,Story
1956,0.0,,2020-03-12,KEY-918,2020-05-18 15:23:26.721638,0.0,2020-03-12,Withdrawn,Story
1957,167.95,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Open,Story
1958,45.08,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,In Analysis,Story
1959,3.03,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Awaiting clarification,Story
1960,0.92,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,In Refinement,Story
1961,16.8,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Ready for Development,Story
1962,4.19,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,In Development,Story
1963,1.73,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Code Review,Story
1964,0.02,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Ready to Test,Story
1965,3.97,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,In Testing,Story
1966,2.36,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Ready For Signoff,Story
1967,0.0,Team B,2020-04-08,KEY-917,2020-05-18 15:23:26.721638,3.0,2020-04-08,Done,Story
1968,204.87,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Analysis,Story
1969,0.92,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready for Development,Story
1970,11.0,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Refinement,Story
1971,0.01,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Development,Story
1972,0.97,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,Code Review,Story
1973,0.01,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,Merged,Story
1974,0.09,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Testing,Story
1975,0.15,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready For Signoff,Story
1976,0.0,Team C,2020-03-11,KEY-910,2020-05-18 15:23:26.721638,2.0,2020-03-11,Done,Story
1977,203.9,Team C,2020-02-26,KEY-909,2020-05-18 15:23:26.721638,0.0,2020-02-26,Open,Story
1978,0.0,Team C,2020-02-26,KEY-909,2020-05-18 15:23:26.721638,0.0,2020-02-26,Withdrawn,Story
1979,155.07,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,Open,Story
1980,64.99,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Analysis,Story
1981,12.76,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Refinement,Story
1982,0.93,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,Ready for Development,Story
1983,12.03,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Development,Story
1984,0.01,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,In Testing,Story
1985,15.29,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,Ready For Signoff,Story
1986,0.0,Team C,2020-04-23,KEY-907,2020-05-18 15:23:26.721638,3.0,2020-04-23,Done,Story
1987,162.87,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,Open,Story
1988,45.98,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,In Analysis,Story
1989,0.15,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,Awaiting clarification,Story
1990,7.03,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,In Refinement,Story
1991,0.98,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,Ready for Development,Story
1992,0.69,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,In Development,Story
1993,0.32,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,Ready For Signoff,Story
1994,0.0,Team C,2020-03-11,KEY-906,2020-05-18 15:23:26.721638,1.0,2020-03-11,Done,Story
1995,154.95,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Open,Story
1996,70.05,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,In Analysis,Story
1997,18.93,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,In Refinement,Story
1998,17.85,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Ready for Development,Story
1999,5.08,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,In Development,Story
2000,0.85,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Code Review,Story
2001,0.0,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Merged,Story
2002,0.91,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Ready to Test,Story
2003,5.18,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,In Testing,Story
2004,1.12,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Ready For Signoff,Story
2005,0.0,Team C,2020-05-07,KEY-905,2020-05-18 15:23:26.721638,2.0,2020-05-07,Done,Story
2006,204.99,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,In Analysis,Story
2007,0.8,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,Ready for Development,Story
2008,11.0,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,In Refinement,Story
2009,9.86,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,In Development,Story
2010,1.79,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,Code Review,Story
2011,1.0,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,Merged,Story
2012,0.04,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,Ready to Test,Story
2013,0.44,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,In Testing,Story
2014,31.95,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,Ready For Signoff,Story
2015,0.0,Team C,2020-04-24,KEY-904,2020-05-18 15:23:26.721638,2.0,2020-04-24,Done,Story
2016,155.06,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,Open,Story
2017,88.89,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Analysis,Story
2018,0.07,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,Awaiting clarification,Story
2019,0.73,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Refinement,Story
2020,2.96,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready for Development,Story
2021,6.24,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Development,Story
2022,4.01,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Testing,Story
2023,3.1,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready For Signoff,Story
2024,0.0,Team C,2020-04-23,KEY-903,2020-05-18 15:23:26.721638,5.0,2020-04-23,Done,Story
2025,154.95,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Open,Story
2026,60.97,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,In Analysis,Story
2027,8.02,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,In Refinement,Story
2028,0.0,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Ready for Development,Story
2029,3.0,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,In Development,Story
2030,0.04,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Code Review,Story
2031,0.97,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Merged,Story
2032,1.2,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Ready to Test,Story
2033,3.75,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,In Testing,Story
2034,28.98,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Ready For Signoff,Story
2035,0.0,Team C,2020-04-24,KEY-902,2020-05-18 15:23:26.721638,1.0,2020-04-24,Done,Story
2036,154.93,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,Open,Story
2037,68.06,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Analysis,Story
2038,0.0,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready for Development,Story
2039,1.01,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Refinement,Story
2040,7.93,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Development,Story
2041,0.9800000000000001,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Testing,Story
2042,28.16,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready For Signoff,Story
2043,0.0,Team C,2020-04-23,KEY-901,2020-05-18 15:23:26.721638,5.0,2020-04-23,Done,Story
2044,160.84,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Open,Story
2045,57.08,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Analysis,Story
2046,14.89,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Refinement,Story
2047,3.84,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready for Development,Story
2048,7.22,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Development,Story
2049,0.79,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Code Review,Story
2050,0.11,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Merged,Story
2051,0.03,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready to Test,Story
2052,1.01,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,In Testing,Story
2053,15.2,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Ready For Signoff,Story
2054,0.0,Team C,2020-04-23,KEY-900,2020-05-18 15:23:26.721638,5.0,2020-04-23,Done,Story
2055,154.84,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,Open,Story
2056,60.99,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,In Analysis,Story
2057,2.94,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,In Refinement,Story
2058,11.600000000000001,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,In Development,Story
2059,0.42,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,Code Review,Story
2060,0.07,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,Merged,Story
2061,0.65,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,Ready to Test,Story
2062,1.34,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,In Testing,Story
2063,13.16,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,Ready For Signoff,Story
2064,0.0,Team C,2020-04-08,KEY-899,2020-05-18 15:23:26.721638,5.0,2020-04-08,Done,Story
2065,155.06,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,Open,Story
2066,69.93,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,In Analysis,Story
2067,7.92,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,In Refinement,Story
2068,14.92,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,Ready for Development,Story
2069,10.94,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,In Development,Story
2070,0.1,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,Code Review,Story
2071,0.21,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,Merged,Story
2072,0.83,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,In Testing,Story
2073,25.79,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,Ready For Signoff,Story
2074,0.0,Team C,2020-05-18,KEY-897,2020-05-18 15:23:26.721638,2.0,2020-05-18,Done,Story
2075,154.81,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Open,Story
2076,54.01,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,In Analysis,Story
2077,0.13,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Awaiting clarification,Story
2078,1.79,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Ready for Development,Story
2079,7.03,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,In Refinement,Story
2080,1.24,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,In Development,Story
2081,0.9,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Code Review,Story
2082,0.0,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Merged,Story
2083,2.83,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Ready to Test,Story
2084,1.03,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,In Testing,Story
2085,2.26,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Ready For Signoff,Story
2086,0.0,Team C,2020-03-19,KEY-896,2020-05-18 15:23:26.721638,3.0,2020-03-19,Done,Story
2087,203.79,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Open,Story
2088,23.13,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,In Analysis,Story
2089,10.87,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Awaiting clarification,Story
2090,23.19,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Ready for Development,Story
2091,1.69,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,In Development,Story
2092,0.01,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Merged,Story
2093,3.0,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Ready to Test,Story
2094,2.02,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,In Testing,Story
